code,actual_controller,ownership_type
301209,李秀梅,private
301210,"杨建林,华月清,杨浩",private
301211,刘益谦,private
301212,"牟建宇,俞快",private
301213,魏强,private
301215,国务院国有资产监督管理委员会,state
301216,沈志刚,private
301217,安徽省人民政府国有资产监督管理委员会,state
301218,"俞永方,叶建标,章忠灿",private
301219,"罗洁,谢福标,吴阳红",private
301220,周军学,private
301221,朱敦尧,private
301222,"汪剑红,汪剑平,徐燕云,汪骁阳,傅煜,傅庆华",private
301223,黄焕然,private
301225,"周书忠,胡婉音,周恒跋",private
301226,"张国祥,张敏",private
301227,边书平,private
301228,"杨进,吴耀华",private
301229,"张义,戈浩勇,戈小燕",private
301230,"安荣昌,陈平,蒋胜力",private
301231,"王艺桦,闫红兵",private
301232,张友君,private
301233,"赖喜隆,赖凯",private
301234,"黄凡,项炳义,张洪瑜",private
301235,"谭平涛,胡小艳",private
301236,刘天文,private
301237,"范和强,张静",private
301238,张家港市人民政府,state
301239,徐旭阳,private
301246,"阎晓辉,尹国平,廖利萍",private
301248,"孙超,谢皑霞",private
301251,"邓艳群,陈星",private
301252,"张良灿,张情怡,张天泓",private
301255,"项献忠,项纯坚",private
301256,刘永好,private
301257,赖春宝,private
301258,钱祥云,private
301259,钟儒波,private
301260,陈寅,private
301261,"魏志勇,杨雨轩",private
301262,山东广播电视台,private
301263,"郑汉杰,孙伟文",private
301265,"张军,沙越",private
301266,"肖锋,林敏",private
301267,苏庆灿,private
301268,陶诚,private
301269,,no_controller
301270,谢立群,private
301272,陈毅敏,private
301273,陈万东,private
301275,侯世国,private
301276,"曹胜奎,刘溦,刘林贵,马丽娟",private
301277,谢建中,private
301278,"侯艳丽,段正刚",private
301279,"金言荣,金刚强,王雅香,金晓燕",private
301280,"张建春,张建道,施士乐",private
301281,高元坤,private
301282,"李继林,周敏",private
301283,"刘青生,陈曙光,范培军",private
301285,"王玉田,石章琴",private
301286,乔志涌,private
301287,衡墩建,private
301288,刘淑杰,private
301289,上海市国有资产监督管理委员会,state
301290,"万世平,万正元",private
301291,张传卫,private
301292,杨晓宏,private
301293,"张阳,于春江,栾国明,石祥恩",private
301295,"黄晓湖,刘小龙,虞彭鑫,黄正芳,陈海多",private
301296,"袁训军,郭晓红",private
301297,,no_controller
301298,"王征,王佳杰",private
301299,姜虎林,private
301300,王承辉,private
301301,刘革新,private
301302,"李杰,韩超",private
301303,,no_controller
301305,"陈建湘,张丽音",private
301306,李泽新,private
301307,"余克飞,刘赛春,余亚军",private
301308,"蔡华波,蔡丽江",private
301309,"钟兴富,陈方仁,汪桂苹,陈金勇,陈礼宏,汪素云",private
301310,"卜晓华,孙群霞",private
301311,中国船舶重工集团有限公司,state
301312,"邱鹏,关巍,黄剑锋",private
301313,"伍穗颖,王筠",private
301314,"王兆春,于志江,文彩霞",private
301315,茆宇忠,private
301316,余浩,private
301317,"钟仁志,蔡海红",private
301318,陈涛,private
301319,"廖高兵,陈运华",private
301320,宫志强,private
301321,王照忠,private
301322,张志江,private
301323,汪小明,private
301325,"唐雪姣,彭建林",private
301326,"杨巍,辛云峰,殷冠明",private
301327,"孙中伟,温美婵",private
301328,"李文化,罗少春,李睿鑫",private
301329,,no_controller
301330,车全宏,private
301331,"薛永江,薛维洪,薛刚,薛永新",private
301332,蔡铁强,private
301333,武杰,private
301335,薛元潮,private
301336,李勇,private
301337,"耿斌,耿玉泉",private
301338,"邱国良,彭小云",private
301339,江苏省国资委,state
301345,曹马涛,private
301348,"王成名,陈湛伦,张顺",private
301349,"尹洪涛,尹士宇",private
301353,"杨伟明,韩挺",private
301355,陈凯声,private
301356,"方庆华,朱彩琴",private
301357,陈跃,private
301358,,no_controller
301359,"仇文奎,管献尧,赵一中",private
301360,"钱曙光,汪炉生,朱文兵",private
301361,"杨新征,崔文峰",private
301362,谢祖华,private
301363,熊小川,private
301365,王冠,private
301366,"汤昌茂,王灿钟,柯汉生,郑宇峰,朱兴建,李庆海,吴均",private
301367,"庄志,许坚",private
301368,"黄伟红,王友利",private
301369,"张赤梅,郑俊岭",private
301370,中国科学院,private
301371,张立国,private
301372,"葛敬,张茹敏",private
301373,胡颖妮,private
301376,宋川,private
301377,"王馨,王俊锋,王雪峰,林侠",private
301378,郑建国,private
301379,"王嗣纬,范筱芸,王嗣缜",private
301380,"李征,陈坤",private
301381,陈文平,private
301382,罗洪鹏,private
301383,冯砚儒,private
301386,"莫文艺,莫建平,朱凤英",private
301387,马增龙,private
301388,"胡志兴,胡志林",private
301389,"傅青炫,张东琴",private
301390,叶肖华,private
301391,周锦志,private
301392,"李志荣,罗志明,李志方,李秋霞",private
301393,朱勇,private
301395,"邱汉周,邱汉义,杨国贤",private
301396,欧阳华,private
301397,韩宗俊,private
301398,"邱卓雄,陆满芬",private
301399,方真健,private
301408,"何家乐,何家伦",private
301413,"邬若军,黎莉",private
301418,"顾挺,顾韧",private
301419,张耀华,private
301421,"黄胜弟,朱敏",private
301428,杨兴海,private
301429,"唐道远,张勇,王斌,唐圣卫",private
301439,迟少林,private
301446,"彭香安,彭玮",private
301448,吴宁,private
301449,"龚天保,吴百香",private
301456,"邵安仓,李玉兰",private
301458,颜睿志,private
301459,"蒋春雷,蒋淞舟,王静",private
301468,李海生,private
301469,潘昌,private
301479,赵治平,private
301486,陈潮先,private
301487,"崔根良,崔巍",private
301488,"陈清锋,陈金法",private
301489,任泽明,private
301491,"王斌,Helge Lykke Kristensen",private
301498,秦华,private
301499,"陈燕来,张茵",private
301500,"何雪娟,孙雁军,孙雁军,何雪娟",private
301501,"樊砚茹,严德平,严书景",private
301502,"许云初,许鸣飞,许燕飞",private
301503,谢伟明,private
301505,"李锋,钮卫东,朱建伟,张靖",private
301507,"竺福江,竺昱祺",private
301508,国务院国有资产监督管理委员会,state
301509,"王富民,吴连萍",private
301510,"李泽湘,高秉强,吴宏",private
301511,马科,private
301512,李晓华,private
301513,金旭东,private
301515,陈永,private
301516,"中国广核集团有限公司,吉学龙,张学军",private
301517,陕西省人民政府国有资产监督管理委员会,state
301518,"顾仁发,张秀芬,顾倩,顾磊",private
301519,"邓帮武,闵长凤",private
301520,"陶春蕾,许新珞",private
301522,栾东海,private
301525,"雷淮刚,廖原,管洪飞,邱海陵,刘占军,刘明霖",private
301526,云南省人民政府国有资产监督管理委员会,state
301528,蔡庆生,private
301529,陆文波,private
301531,韩卫东,private
301533,"夏峰,严华",private
301535,"姜肖斐,尤成武",private
301536,,no_controller
301538,"杨凤凯,杨巧云",private
301539,王文志,private
301548,周少华,private
301550,"姜岭,姜楠",private
301551,河北广播电视台,private
301552,"张万武,张子恒,郭艳芝",private
301555,"杨裕镜,游仲华",private
301556,"陈渝阳,陈丽婷",private
301557,"刘文叶,刘波涛,刘文君,包涵寓",private
301558,侯卫兵,private
301559,,no_controller
301560,孙文伟,private
301563,曾烨,private
301565,杨清金,private
301566,赵丰,private
301567,"杨炯,王央央",private
301568,"陈志忠,姚征远,张健",private
301571,"罗珏典,吴明星",private
301575,吴剑斌,private
301577,"胡联全,张定珍",private
301578,"胡卫清,余翀",private
301580,,no_controller
301581,黄山市供销合作社联合社,private
301583,钱珂,private
301584,厦门市人民政府国有资产监督管理委员会,state
301585,郭振荣,private
301586,梁禹鑫,private
301587,杨学新,private
301588,"林东融,林东亮,林东琦",private
301589,"袁胜春,宗靖国",private
301590,"柏建国,邓礼宽",private
301591,杨文光,private
301592,蒋家德,private
301595,石正兵,private
301596,"卢晓蓉,王晓",private
301598,"张云兰,李景列,张延伸",private
301599,陆浩东,private
301600,陈国鹰,private
301601,"严旭明,张建纲",private
301602,李德来,private
301603,"蒋修华,王海燕",private
301606,张清森,private
301607,李宁川,private
301608,周小强,private
301609,山东大学,private
301611,刘先兵,private
301613,"何峰,何妤",private
301616,"夏瑜键,沈春燕,夏增富",private
301617,"李成林,于国清",private
301618,卢开平,private
301622,,no_controller
301626,"谢毅,沈锋华",private
301628,祝小华,private
301629,"何沁修,王胜利,胡泓,辜国文,杨波,何沁修等五名实际控制人",private
301630,"张驰,苏世国",private
301631,"田王星,田奔",private
301632,广东省人民政府国有资产监督管理委员会,state
301633,"向爱国,顾毅,徐林业,范沛",private
301636,陈泽鹏,private
301638,国务院国有资产监督管理委员会,state
301656,朱兴明,private
301658,许韬,private
301662,"罗才华,何进",private
301665,田晓宏,private
301666,杨亚飞,private
301667,"陈荣贤,张丽琴,陈超鹏余",private
301668,"段友涛,张伶俐",private
301669,徐剑虹,private
301677,"朱冬伟,姚红飞,朱红梅,郁其娟,朱虎林",private
301678,"虞仁荣,任志军",private
301680,朱国来,private
301682,四川省政府国有资产监督管理委员会,state
301683,唐靖,private
301687,夏超华,private
301696,吴敏,private
301707,"温振霖,徐立刚",private
301717,柴杰,private
302132,国务院国有资产监督管理委员会,state
600000,,no_controller
600004,广东省人民政府,state
600006,国务院国有资产监督管理委员会,state
600007,"香格里拉(亚洲)有限公司,中国人寿保险(集团)公司",private
600008,北京市国有资产监督管理委员会,state
600009,上海市国有资产监督管理委员会,state
600010,内蒙古自治区人民政府,state
600011,国务院国有资产监督管理委员会,state
600012,安徽省人民政府国有资产监督管理委员会,state
600015,,no_controller
600016,,no_controller
600017,日照市人民政府国有资产监督管理委员会,state
600018,上海市国有资产监督管理委员会,state
600019,国务院国有资产监督管理委员会,state
600020,河南省人民政府,state
600021,国务院国有资产监督管理委员会,state
600022,山东省国有资产监督管理委员会,state
600023,浙江省人民政府国有资产监督管理委员会,state
600025,国务院国有资产监督管理委员会,state
600026,国务院国有资产监督管理委员会,state
600027,国务院国有资产监督管理委员会,state
600028,国务院国有资产监督管理委员会,state
600029,国务院国有资产监督管理委员会,state
600030,,no_controller
600031,梁稳根,private
600032,浙江省国有资产监督管理委员会,state
600033,福建省人民政府,state
600035,湖北省交通运输厅,private
600036,,no_controller
600037,北京市市政府,private
600038,国务院国有资产监督管理委员会,state
600039,四川省国有资产监督管理委员会,state
600048,国务院国有资产监督管理委员会,state
600050,国务院国有资产监督管理委员会,state
600051,李水荣,private
600052,楼忠福,private
600053,江西省国有资产监督管理委员会,state
600054,黄山市黄山风景区管理委员会,private
600055,国务院国有资产监督管理委员会,state
600056,国务院国有资产监督管理委员会,state
600057,,no_controller
600058,国务院国有资产监督管理委员会,state
600059,绍兴市国有资产监督管理委员会,state
600060,青岛市人民政府国有资产监督管理委员会,state
600061,国务院国有资产监督管理委员会,state
600062,国务院国有资产监督管理委员会,state
600063,安徽省人民政府国有资产监督管理委员会,state
600064,南京市人民政府国有资产监督管理委员会,state
600066,汤玉祥等自然人,private
600067,"薛黎曦,韩国龙",private
600071,江西省国有资产监督管理委员会,state
600072,国务院国有资产监督管理委员会,state
600073,上海市国有资产监督管理委员会,state
600075,新疆生产建设兵团农八师国有资产监督管理委员会,state
600076,"朱小洁,徐林盛,孙维东",private
600078,李兴,private
600079,艾路明,private
600080,吴一坚,private
600081,东风汽车有限公司,private
600082,天津市人民政府,state
600084,中华人民共和国财政部,private
600085,北京市国有资产监督管理委员会,state
600088,中央电视台,private
600089,张新,private
600094,俞培俤,private
600095,黄伟,private
600096,云南省人民政府国有资产监督管理委员会,state
600097,上海市国有资产监督管理委员会,state
600098,广州市人民政府国有资产监督管理委员会,state
600099,国务院国有资产监督管理委员会,state
600100,教育部,private
600101,国务院国有资产管理委员会,state
600103,福建省人民政府国有资产监督管理委员会,state
600104,上海市国有资产监督管理委员会,state
600105,"莫林弟,莫林根,顾云奎",private
600106,南光(香港)投资管理有限公司,private
600107,中华人民共和国财政部,private
600108,甘肃省人民政府,state
600109,陈金霞,private
600110,郑永刚,private
600111,内蒙古自治区人民政府,state
600113,温州市人民政府国有资产监督管理委员会,state
600114,,no_controller
600115,国务院国有资产监督管理委员会,state
600116,水利部,private
600117,青海省政府国有资产监督管理委员会,state
600118,国务院国有资产监督管理委员会,state
600119,上海国有资产经营有限公司,state
600120,浙江省人民政府国有资产监督管理委员会,state
600121,河南省人民政府国有资产监督管理委员会,state
600123,晋城市国有资产管理委员会,state
600125,中华人民共和国铁道部,private
600126,浙江省人民政府国有资产监督管理委员会,state
600127,中国农业银行股份有限公司,private
600128,江苏省人民政府国有资产监督管理委员会,state
600129,重庆市涪陵区国有资产监督管理委员会,state
600130,周骐,private
600131,国务院国有资产监督管理委员会,state
600132,CARLSBERG FOUNDATION(嘉士伯基金会),private
600133,李劲风等36位自然人,private
600135,国务院国有资产监督管理委员会,state
600136,陈小燕,private
600137,"翁荣金,翁关荣,翁荣弟",private
600138,中国青旅集团公司,private
600141,兴山县人民政府国有资产监督管理局,state
600143,袁志敏,private
600148,国务院国有资产监督管理委员会,state
600149,孙向东,private
600150,国务院国有资产监督管理委员会,state
600151,国务院国有资产监督管理委员会,state
600152,何承命,private
600153,厦门市国有资产监督管理委员会,state
600155,刘永好,private
600156,湖南省人民政府国有资产监督管理委员会,state
600157,"王广西,郭天舒",private
600158,国家体育总局,private
600159,北京市顺义区国有资产监督管理委员会,state
600160,浙江省人民政府国有资产监督管理委员会,state
600161,国务院国有资产监督管理委员会,state
600162,"刘志强,翟美卿",private
600163,福建省人民政府国有资产监督管理委员会,state
600165,宁夏回族自治区人民政府国有资产监督管理委员会,state
600166,北京市人民政府国有资产监督管理委员会,state
600167,苏素玉,private
600168,武汉市人民政府国有资产监督管理委员会,state
600169,山西省人民政府国有资产监督管理委员会,state
600170,上海市国有资产监督管理委员会,state
600171,国务院国有资产监督管理委员会,state
600172,乔秋生,private
600173,陈建成与陈嫣妮(父女),private
600176,中国建筑材料集团有限公司,private
600177,李如成,private
600178,国务院国有资产监督管理委员会,state
600179,国务院国有资产监督管理委员会,state
600180,中国东方资产管理公司,private
600182,"林美凤,林振伟,陈应毅",private
600183,,no_controller
600184,国务院国有资产监督管理委员会,state
600185,珠海市人民政府国有资产监督管理委员会,state
600186,河南省农业综合开发公司,private
600187,张扬,private
600188,山东省人民政府国有资产监督管理委员会,state
600189,吉林省人民政府国有资产监督管理委员会,state
600191,包头市人民政府国有资产监督管理委员会,state
600192,甘肃省政府国有资产监督管理委员会,state
600195,国务院国有资产监督管理委员会,state
600196,郭广昌,private
600197,新疆生产建设兵团农四师国资局,private
600198,国务院国有资产监督管理委员会,state
600199,阜阳市人民政府国有资产监督管理委员会,state
600201,,no_controller
600202,哈尔滨市人民政府国有资产监督管理委员会,state
600203,福建省国有资产监督管理委员会,state
600206,国务院国有资产监督管理委员会,state
600207,河南省发展和改革委员会,private
600208,黄伟,private
600210,沈雯,private
600211,"陈达彬,斯钦,周明德",private
600212,临沂市罗庄区罗庄街道沈泉庄村民委员会,private
600215,长春市国有资产监督管理委员会,state
600216,李春波,private
600217,冀东发展集团有限责任公司,private
600218,全椒县人民政府,state
600219,南山村村民委员会,private
600221,海南省政府国有资产监督管理委员会,state
600222,巩义市竹林镇政府,private
600223,山东省人民政府国有资产监督管理委员会,state
600226,钟管镇资产管理委员会,private
600227,贵州省人民政府国有资产监督管理委员会,state
600228,江西省国有资产监督管理委员会,state
600229,青岛市国有资产管理委员会,state
600230,中国化工农化总公司,private
600231,朝阳市国有资产监督管理委员会,state
600232,浙江省定海纺织机械总厂,private
600233,李桂莲,private
600234,田家俊,private
600235,嘉兴市国有资产监督管理委员会,state
600236,国务院国有资产监督管理委员会,state
600237,"应建仁,徐美儿",private
600238,海口市人民政府,state
600239,云南省人民政府国有资产监督管理委员会,state
600241,辽宁省人民政府国有资产监督管理委员会,state
600243,青海省政府国有资产监督管理委员会,state
600246,冯仑,private
600248,陕西省人民政府国有资产监督管理委员会,state
600249,柳州市人民政府国有资产监督管理委员会,state
600250,南京市人民政府国有资产监督管理委员会,state
600251,新疆生产建设兵团农业建设第二师,private
600252,许淑清,private
600255,李非列,private
600256,孙广信,private
600257,罗祖亮,private
600258,北京市人民政府国有资产监督管理委员会,state
600259,广东省人民政府国有资产监督管理委员会,state
600261,陈森洁及其家族关联人,private
600262,国务院国有资产监督管理委员会,state
600265,云南省人民政府国有资产监督管理委员会,state
600266,北京市国有资产监督管理委员会,state
600267,台州市椒江区人民政府,state
600268,国务院国有资产监督管理委员会,state
600269,江西省交通运输厅,private
600271,国务院国有资产监督管理委员会,state
600272,上海市静安区国有资产监督管理委员会,state
600273,秦大乾,private
600276,孙飘扬,private
600278,上海市国有资产监督管理委员会,state
600279,重庆市国有资产监督管理委员会,state
600280,祝义材,private
600281,山西省国有资产监督管理委员会,state
600282,郭广昌,private
600283,水利部综合事业局,private
600284,上海市浦东新区国有资产监督管理委员会,state
600285,新县财政局,state
600287,江苏省人民政府国有资产监督管理委员会,state
600288,"周骐,陈桢",private
600289,邓伟,private
600292,国务院国有资产监督管理委员会,state
600293,当阳市国有资产管理局,state
600295,"杨志远,李凤义,张银荣,侯永旺,王俊峰",private
600298,宜昌市国有资产监督管理委员会,state
600299,中国国有资产监督管理委员会,state
600300,"杨启典,崔焕礼,魏伯玲,胡云峰,张桂宣,厐政堂,曹荣开",private
600301,南宁市人民政府国有资产监督管理委员会,state
600302,西安市人民政府国有资产监督管理委员会,state
600303,"李进巅,李海阳",private
600305,镇江市国有资产监督管理委员会,state
600307,甘肃省人民政府国有资产监督管理委员会,state
600308,李建华,private
600309,烟台万华合成革集团有限公司,private
600310,广西贺州市人民政府国资委,state
600312,国家电网公司,state
600313,国务院国有资产监督管理委员会,state
600315,上海市国有资产管理委员会,state
600316,国务院国有资产监督管理委员会,state
600318,黄炳均,private
600319,潍坊市国有资产管理委员会,state
600320,国务院国有资产监督管理委员会,state
600322,天津市国有资产监督管理委员会,state
600323,佛山市南海区公有资产管理办公室,private
600325,珠海市人民政府国有资产监督管理委员会,state
600326,西藏自治区人民政府国有资产监督管理委员会,state
600327,王均金,private
600328,国务院国有资产监督管理委员会,state
600329,天津市人民政府国有资产监督管理委员会,state
600330,潘建清,private
600331,刘沧龙,private
600332,广州市国有资产监督管理委员会,state
600333,长春市国有资产监督管理委员会,state
600335,国务院国有资产监督管理委员会,state
600336,青岛市人民政府国有资产监督管理委员会,state
600337,冯东明,private
600338,黄瑛,private
600339,新疆克拉玛依市独山子区国有资产管理局,state
600340,王文学,private
600343,国务院国有资产监督管理委员会,state
600345,武汉市人民政府国有资产监督管理委员会,state
600346,大连市人民政府国有资产监督管理委员会,state
600348,山西省国有资产监督管理委员会,state
600350,山东省国有资产监督管理委员会,state
600351,芮城县经济和信息化局,private
600352,"阮水龙,阮伟祥,项志峰",private
600353,张建和,private
600354,酒泉市国有资产监督管理委员会,state
600356,牡丹江国有资产管理委员会,state
600358,国务院国有资产监督管理委员会,state
600359,新疆生产建设兵团第一师国有资产监督管理委员会,state
600360,梁志勇,private
600361,国务院国有资产监督管理委员会,state
600362,江西省国有资产监督管理委员会,state
600363,江西省国有资产监督管理委员会,state
600365,傅军,private
600366,竺韵德,private
600367,青岛市人民政府国有资产监督管理委员会,state
600368,广西壮族自治区人民政府国有资产监督管理委员会,state
600369,重庆市国有资产监督管理委员会,state
600370,卞兴才,private
600371,鲁冠球,private
600372,国务院国有资产监督管理委员会,state
600373,江西省人民政府,state
600375,马鞍山市人民政府,state
600376,北京市人民政府国有资产监督管理委员会,state
600377,江苏省国有资产监督管理委员会,state
600378,国务院国有资产监督管理委员会,state
600379,国务院国有资产监督管理委员会,state
600380,朱保国,private
600381,黄贤优,private
600382,张伟标,private
600383,,no_controller
600386,北京市国有资产监督管理委员会,state
600388,周苏华,private
600389,,no_controller
600390,国务院国有资产管理委员会,state
600391,国务院国有资产监督管理委员会,state
600392,山西省国有资产监督管理委员会,state
600395,贵州省国有资产监督管理委员会,state
600396,国务院国有资产监督管理委员会,state
600397,江西省国有资产监督管理委员会,state
600398,江阴市新桥镇人民政府,state
600399,辽宁省国有资产监督管理委员会,state
600400,周耀庭,private
600403,上海贝尔工会,private
600405,何振亚,private
600406,国务院国有资产监督管理委员会,state
600408,李安民,private
600409,唐山三友集团有限公司,private
600410,"王维航,苏纲,刘建柱,刘燕京,胡联奎,北京六所华胜高技术股份有限公司",private
600415,义乌市国有资产监督管理局,state
600416,湖南省国有资产管理委员会,state
600418,安徽省国有资产监督管理委员会,state
600419,石河子国有资产经营(集团)有限公司,state
600420,国务院国有资产监督管理委员会,state
600422,汪力成,private
600423,柳州市国有资产监督管理委员会,state
600425,新疆生产建设兵团农一师国有资产监督管理委员会,state
600426,山东省国有资产管理委员会,state
600428,国务院国有资产监督管理委员会,state
600429,北京市国有资产监督管理委员会,state
600433,国务院国有资产监督管理委员会,state
600435,国务院国有资产监督管理委员会,state
600436,漳州市国有资产监督管理委员会,state
600438,刘汉元,private
600439,郑有全,private
600444,合肥市人民政府国有资产监督管理委员会,state
600446,,no_controller
600448,国务院国有资产监督管理委员会,state
600449,中国中材集团有限公司,private
600452,重庆市涪陵区国有资产监督管理委员会,state
600455,西安市人民政府,state
600456,陕西省国有资产监督管理委员会,state
600458,国务院国有资产监督管理委员会,state
600459,云南省国有资产监督管理委员会,state
600460,"陈向东,范伟宏,郑少波,江忠永,罗华兵,宋卫权,陈国华",private
600461,南昌市国有资产监督管理委员会,state
600463,北京市顺义区人民政府国有资产监督管理委员会,state
600467,唐传勤,private
600468,天津市国有资产监督管理委员会,state
600469,国务院国有资产监督管理委员会,state
600470,铜陵市国有资产管理委员会,state
600475,无锡市国有资产监督管理委员会,state
600476,中国邮政集团公司,private
600477,单银木,private
600478,钟发平,private
600479,株洲市国有资产监督管理委员会,state
600480,国务院国有资产监督管理委员会,state
600481,缪双大,private
600482,国务院国有资产监督管理委员会,state
600483,福建省人民政府国有资产监督管理委员会,state
600486,扬州市国有资产监督管理委员会,state
600487,崔根良,private
600488,天津市人民政府国有资产监督管理委员会,state
600489,国务院国有资产监督管理委员会,state
600490,姜照柏,private
600491,赖振元,private
600493,陈澄清,private
600495,国务院国有资产监督管理委员会,state
600496,金良顺,private
600497,云南省人民政府国有资产监督管理委员会,state
600498,国务院国有资产监督管理委员会,state
600499,卢勤,private
600500,中国中化集团公司,private
600501,国务院国有资产监督管理委员会,state
600502,安徽省人民政府国有资产监督管理委员会,state
600503,王伟林,private
600505,国务院国有资产监督管理委员会,state
600506,新疆巴州国有资产监督管理委员会,state
600507,方威,private
600508,国务院国有资产监督管理委员会,state
600509,新疆生产建设兵团农八师石河子市国有资产监督管理委员会,state
600510,常州国家高新技术产业开发区管理委员会,private
600511,国务院国有资产监督管理委员会,state
600512,叶洋友家族,private
600513,扬州市人民政府国有资产监督管理委员会,state
600515,海南航空股份有限公司工会委员会,private
600516,方威,private
600517,徐锦鑫,private
600518,马兴田,private
600519,贵州省人民政府国有资产监督管理委员会,state
600520,铜陵市工业投资控股有限公司,private
600521,陈保华,private
600522,薛济萍,private
600523,国务院国有资产监督管理委员会,state
600525,李嘉诚家族,private
600526,诸暨市国有资产监督管理委员会,state
600527,陶国平,private
600528,国务院国有资产监督管理委员会,state
600529,沂源县公有资产管理委员会,private
600530,上海交通大学,private
600531,济源市人民政府,state
600533,南京市栖霞区国有资产投资中心,state
600535,闫希军,private
600536,国务院国有资产监督管理委员会,state
600537,陈龙海,private
600538,潘利斌,private
600539,太原市国有资产管理委员会,state
600540,新疆生产建设兵团农业第五师国有资产监督管理委员会,state
600543,甘肃省农垦集团有限责任公司,private
600545,乌鲁木齐市国有资产监督管理委员会,state
600546,山西省人民政府国有资产监督管理委员会,state
600547,山东省人民政府国有资产监督管理委员会,state
600548,深圳市国有资产监督管理局,state
600549,福建省国有资产管理委员会,state
600550,国务院国有资产监督管理委员会,state
600551,安徽省人民政府,state
600552,国务院国有资产监督管理委员会,state
600556,"陈巧仙,何京云",private
600557,肖伟,private
600558,自贡市国有资产监督管理委员会,state
600559,衡水市人民政府国有资产监督管理委员会,state
600560,国务院国有资产监督管理委员会,state
600561,南昌市交通运输局,private
600562,国务院国有资产监督管理委员会,state
600563,厦门市法拉发展总公司,private
600566,田德胜等49名自然人,private
600567,马鞍山市人民政府,state
600568,许德来,private
600569,河南省人民政府国有资产监督管理委员会,state
600570,"黄大成,彭政纲等10位自然人",private
600571,郭华强,private
600572,胡季强,private
600573,北京市人民政府,state
600575,安徽省人民政府国有资产监督管理委员会,state
600576,孔德永,private
600577,李光荣,private
600578,北京市国有资产监督管理委员会,state
600579,国务院国有资产监督管理委员会,state
600580,陈建成,private
600581,国务院国有资产监督管理委员会,state
600582,国务院国有资产监督管理委员会,state
600583,国务院国有资产监督管理委员会,state
600584,王新潮,private
600585,安徽省国有资产监督管理委员会,state
600586,丁茂良,private
600587,山东省人民政府国有资产监督管理委员会,state
600588,王文京,private
600589,林素娟,private
600590,清华控股有限公司,private
600592,漳州市国有资产监督管理委员会,state
600593,大连星海湾开发建设管理中心,private
600594,窦啟玲,private
600595,"Maxon Limited,张志平,张高波",private
600596,"徐冠巨,徐观宝,徐传化",private
600597,上海市国有资产监督管理委员会,state
600598,中华人民共和国农业部,private
600600,青岛市人民政府国有资产监督管理委员会,state
600601,北京大学,private
600602,上海市国有资产监督管理委员会,state
600603,陈铁铭,private
600604,上海市国有资产监督管理委员会,state
600605,郑树昌,private
600606,上海市国有资产监督管理委员会,state
600609,沈阳市国有资产管理委员会,state
600610,上海国有资产监督管理委员会,state
600611,职工持股会,private
600612,上海市国有资产监督管理委员会,state
600613,"文邦英,张芝庭",private
600615,江鸣,private
600616,上海市国有资产监督管理委员会,state
600617,陈正华,private
600618,上海国有资产监督管理委员会,state
600619,上海电气(集团)总公司,private
600620,"叶立润,周月华",private
600621,上海市国有资产监督管理委员会,state
600622,上海市嘉定区国有资产监督管理委员会,state
600623,上海市国有资产监督管理委员会,state
600624,国家教育部,private
600626,上海市国有资产监督管理委员会,state
600628,上海市黄浦区国有资产监督管理委员会,state
600629,上海市国有资产监督管理委员会,state
600630,上海市国有资产监督管理委员会,state
600633,林海文,private
600635,,no_controller
600637,上海市国有资产监督管理委员会,state
600638,中国人民保险集团,private
600639,"上海市国有资产监督管理委员会,上海市浦东新区国有资产监督管理委员会",state
600640,国务院国有资产监督管理委员会,state
600641,林逢生,private
600642,上海市国有资产监督管理委员会,state
600643,上海工商界爱国建设特种基金会,private
600644,国务院国有资产管理委员会,state
600645,韩月娥,private
600648,上海市浦东新区国有资产监督管理委员会,state
600649,上海市国有资产监督管理委员会,state
600650,上海市国有资产监督管理委员会,state
600651,上海市国有资产监督管理委员会,state
600653,辽宁省人民政府,state
600654,上海市国有资产管理委员会,state
600655,郭广昌,private
600657,中华人民共和国财政部,private
600658,北京市国有资产监督管理委员会,state
600660,"曹德旺,陈凤英",private
600661,上海交通大学,private
600662,上海市国有资产监督管理委员会,state
600663,"上海市国有资产监督管理委员会,上海市浦东新区国有资产监督管理委员会",state
600664,哈尔滨市国有资产监督管理委员会,state
600665,西安高新技术产业开发区管委会,private
600666,重庆市涪陵区国有资产监督管理委员会,state
600667,无锡市国有资产管理委员会,state
600668,金华市国有资产监督管理委员会,state
600671,章鹏飞,private
600673,张中能,private
600674,四川省政府国有资产监督管理委员会,state
600675,上海市国有资产监督管理委员会,state
600676,上海市国有资产监督管理委员会,state
600678,冯海良,private
600679,上海市金山区国有资产监督管理委员会,state
600681,何长津,private
600682,王恒,private
600683,北京市人民政府国有资产监督管理委员会,state
600684,广州市人民政府国有资产监督管理委员会,state
600685,国务院国有资产监督管理委员会,state
600686,,no_controller
600688,国务院国有资产监督管理委员会,state
600689,重庆市国有资产监督管理委员会,state
600690,海尔集团公司,private
600691,张涌,private
600692,上海市崇明县国有资产监督管理委员会,state
600693,毕德才,private
600694,,no_controller
600697,长春市国有资产监督管理委员会,state
600698,国务院国有资产监督管理委员会,state
600699,宁波均胜投资集团有限公司,private
600702,射洪县人民政府,state
600703,林秀成,private
600704,浙江省人民政府,state
600706,骆志松,private
600707,国务院国有资产监督管理委员会,state
600708,上海市国有资产监督管理委员会,state
